381,128.2394
382,126.1968
383,129.4554
384,129.0813
385,126.5878
386,125.1159
387,125.1286
388,125.867
389,125.3359
390,124.3595
391,127.3914
392,128.5491
393,129.06
394,128.3772
395,130.7327
396,131.2316
397,130.3919
398,127.5445
399,124.0761
400,126.3386
401,127.3311
402,130.2745
403,129.7824
404,129.0176
405,130.8368
406,130.5724
407,130.9544
408,133.4157
409,137.8076
410,136.8205
411,138.0105
412,140.8972
413,143.0897
414,144.0198
415,147.542
416,154.2723
417,163.407
418,168.06
419,173.6281
420,181.3801
421,189.8198
422,202.3739
423,216.5039
424,232.1149
425,248.8249
426,265.9946
427,284.6318
428,306.3121
429,336.6416
430,366.6609
431,397.6044
432,431.5453
433,471.2768
434,508.94
435,553.23
436,600.7422
437,654.5502
438,720.5754
439,773.203
440,836.5823
441,902.3042
442,967.7012
443,1043.913
444,1131.568
445,1225.843
446,1330.996
447,1443.097
448,1571.123
449,1714.429
450,1868.86
451,2024.257
452,2193.07
453,2364.576
454,2556.232
455,2753.285
456,2924.34
457,3094.63
458,3263.536
459,3416.79
460,3531.9
461,3593.981
462,3603.601
463,3575.835
464,3519.006
465,3428.642
466,3286.958
467,3124.139
468,2974.337
469,2796.597
470,2617.16
471,2473.311
472,2333.682
473,2188.942
474,2101.9
475,2033.776
476,1956.261
477,1890.585
478,1823.092
479,1762.636
480,1707.653
481,1644.578
482,1586.279
483,1524.555
484,1470.521
485,1418.597
486,1368.665
487,1322.151
488,1278.417
489,1235.899
490,1201.871
491,1170.956
492,1141.092
493,1112.105
494,1089.064
495,1068.593
496,1056.357
497,1047.916
498,1036.148
499,1023.476
500,1016.804
501,1006.166
502,1001.047
503,1003.992
504,1006.666
505,1012.978
506,1026.819
507,1032.375
508,1049.57
509,1068.932
510,1086.901
511,1102.311
512,1119.609
513,1139.466
514,1163.518
515,1195.687
516,1226.893
517,1251.838
518,1283.284
519,1316.207
520,1333.979
521,1363.341
522,1391.754
523,1417.911
524,1441.751
525,1467.611
526,1499.246
527,1537.283
528,1558.91
529,1579.432
530,1612.592
531,1638.059
532,1666.075
533,1689.223
534,1707.611
535,1731.633
536,1749.956
537,1772.716
538,1800.492
539,1827.212
540,1843.237
541,1846.133
542,1858.361
543,1872.338
544,1882.97
545,1898.502
546,1908.687
547,1919.646
548,1922.331
549,1924.566
550,1929.499
551,1920.973
552,1917.195
553,1911.803
554,1905.36
555,1904.692
556,1895.172
557,1888.103
558,1872.756
559,1870.602
560,1858.955
561,1846.457
562,1843.227
563,1838.038
564,1832.823
565,1818.367
566,1803.39
567,1793.312
568,1794.226
569,1786.006
570,1778.774
571,1767.681
572,1769.637
573,1764.909
574,1754.128
575,1756.219
576,1755.608
577,1747.82
578,1733.488
579,1723.681
580,1717.723
581,1707.024
582,1701.702
583,1697.577
584,1685.184
585,1674.958
586,1668.465
587,1661.127
588,1660.676
589,1650.149
590,1647.849
591,1641.258
592,1639.164
593,1627.063
594,1602.072
595,1595.093
596,1588.539
597,1571.068
598,1550.173
599,1532.57
600,1525.293
601,1510.737
602,1487.842
603,1471.109
604,1455.764
605,1443.476
606,1411.407
607,1395.773
608,1378.967
609,1356.426
610,1331.77
611,1310.222
612,1295.55
613,1272.353
614,1248.109
615,1223.664
616,1211.759
617,1193.347
618,1173.167
619,1154.977
620,1139.688
621,1125.857
622,1104.726
623,1078.302
624,1078.2
625,1057.214
626,1044.423
627,1022.745
628,1008.087
629,998.556
630,978.7204
631,963.3884
632,949.1379
633,931.3065
634,917.1349
635,907.3165
636,895.9657
637,888.6195
638,872.845
639,852.5764
640,842.661
641,821.4985
642,815.2148
643,795.6725
644,777.3081
645,773.7212
646,761.0156
647,741.3422
648,730.3647
649,722.839
650,710.494
651,693.2194
652,677.0622
653,668.7739
654,653.3013
655,643.9233
656,635.6172
657,626.2095
658,612.2741
659,598.8287
660,585.3201
661,573.4445
662,567.9669
663,554.1429
664,540.9136
665,533.1627
666,518.4481
667,502.9061
668,488.4533
669,480.5393
670,476.5336
671,468.7982
672,453.6831
673,445.2824
674,437.9543
675,422.5526
676,419.5079
677,410.0474
678,395.6775
679,392.4835
680,386.3061
681,373.5575
682,364.786
683,356.4438
684,349.8615
685,340.8807
686,338.2495
687,334.3135
688,321.9761
689,319.1712
690,310.1951
691,307.8534
692,299.9465
693,301.7409
694,290.9413
695,288.5491
696,282.3596
697,278.4516
698,274.4129
699,270.7882
700,267.6461
701,264.5221
702,259.2998
703,253.1951
704,244.0361
705,243.8677
706,242.246
707,240.5394
708,239.9018
709,239.4642
710,235.1957
711,226.9864
712,222.8951
713,217.5648
714,214.5467
715,214.4954
716,208.306
717,207.6479
718,207.9442
719,204.9781
720,201.0149
721,195.8609
722,192.6788
723,185.4153
724,187.0591
725,184.3706
726,183.2996
727,179.4391
728,179.5037
729,178.998
730,175.0242
731,173.7591
732,170.8419
733,174.9419
734,169.2537
735,169.1588
736,170.5303
737,170.761
738,165.5614
739,165.5366
740,159.5785
741,161.2127
742,163.8697
743,159.3222
744,156.2856
745,157.6588
746,161.1173
747,153.0414
748,151.0502
749,153.2845
750,151.8249
751,152.6789
752,151.0842
753,151.06
754,150.9862
755,148.6755
756,148.9172
757,145.8961
758,146.8376
759,145.117
760,144.8393
761,145.2197
762,142.7406
763,142.6063
764,139.3892
765,137.6317
766,139.6208
767,139.493
768,136.8512
769,137.6904
770,140.6101
771,139.5171
772,137.4347
773,135.408
774,134.6674
775,138.3554
776,134.5768
777,137.1672
778,136.3521
779,136.2965
780,132.9748
781,132.2859
