380,0.00059018
385,0.00111022
390,0.002213427
395,0.004539078
400,0.009308617
405,0.018557114
410,0.03490982
415,0.060521042
420,0.096793587
425,0.143887776
430,0.200200401
435,0.263026052
440,0.328757515
445,0.393887776
450,0.455911824
455,0.514028056
460,0.568136273
465,0.621242485
470,0.677354709
475,0.735470942
480,0.794589178
485,0.852705411
490,0.905811623
495,0.950901804
500,0.983967936
505,1
510,0.998997996
515,0.976953908
520,0.936873747
525,0.881763527
530,0.812625251
535,0.734468938
540,0.651302605
545,0.565130261
550,0.481963928
555,0.402805611
560,0.329458918
565,0.264428858
570,0.208016032
575,0.160521042
580,0.121442886
585,0.09008016
590,0.065631263
595,0.046993988
600,0.033216433
605,0.023166333
610,0.015961924
615,0.010901804
620,0.00738477
625,0.00497996
630,0.003341683
635,0.002239479
640,0.0015
645,0.001007014
650,0.000678357
655,0.00045992
660,0.000313527
665,0.00021503
670,0.000148297
675,0.000102806
680,7.16433E-05
685,5.02004E-05
690,3.54008E-05
695,2.50601E-05
700,1.78357E-05
705,1.27555E-05
710,9.15832E-06
715,6.61323E-06
720,4.78958E-06
725,3.48898E-06
730,2.5511E-06
735,1.87375E-06
740,1.38176E-06
745,1.02405E-06
750,7.61523E-07
755,5.68136E-07
760,4.25852E-07
765,3.2024E-07
770,2.41784E-07
775,1.83267E-07
780,1.39279E-07
